productImage,productName,productID,productCategory,productPrice,productDescription,,.
https://cdna.pcpartpicker.com/static/forever/images/product/a0f3c73c8cb78b224aef8977bb4b2d96.256p.jpg,NZXT Kraken X63,61,CPU Cooler,26457,500 - 2000 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/ca16d42d3e187f96c728c09183df14a7.med.256p.jpg,Noctua NH-D15,62,CPU Cooler,20989,300 - 1500 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/03d2c7690b9a62e9131a8514ea3c0dfa.256p.jpg,Noctua NH-U12S chromax.black,63,CPU Cooler,16789,300 - 1500 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/9267f7394684175fbe4178facf75dbbf.256p.jpg,be quiet! Pure Rock 2 Black,64,CPU Cooler,9429,1500 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/98cea801f6c01faf85db87399956d1ae.256p.jpg,Corsair iCUE H100i ELITE CAPELLIX,65,CPU Cooler,30867,2400 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/eacc91b741eda1f196d910125506d5b4.256p.jpg,Corsair iCUE H150i ELITE LCD,66,CPU Cooler,60897,450 - 2000 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/3e22ca8828d712a21fae2eff9df00632.256p.jpg,NZXT Kraken Z73 RGB,67,CPU Cooler,61947,500 - 1500 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/adc0e1d172f0de205c1c74fe9e80ef31.256p.jpg,Corsair iCUE H100i RGB PRO XT,68,CPU Cooler,23097,2400 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/ac552283fdffa791733145916bb359c4.256p.jpg,NZXT Kraken Z63,69,CPU Cooler,44914,500 - 1800 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/043bc057c32dd8030c6f5cb02b550d29.256p.jpg,Asus ROG RYUJIN II 360,70,CPU Cooler,12490,450 - 2000 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/5a60d6fcd8af3ee7b1d747d92c6a487d.256p.jpg,ARCTIC Freezer 34 eSports DUO,71,CPU Cooler,11127,200 - 2100 RPM,,
https://m.media-amazon.com/images/I/413dWz1VhNL.jpg,NZXT Kraken X73,72,CPU Cooler,29817,500 - 2000 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/05c27ddf4caf6b0d585bc03e41b8e7ee.256p.jpg,Deepcool AK620,73,CPU Cooler,13645,500 - 1850 RPM,,
